Date,Last Price,Volume,SMAVG (15)
06/10/2016,218.79,6026603,4197731
06/13/2016,217.87,4193022,3876794
06/14/2016,214.96,3580167,3775307
06/15/2016,217.7,2908522,3768285
06/16/2016,217.93,2440259,3722128
06/17/2016,215.47,3112620,3658141
06/20/2016,219.7,3555471,3651821
06/21/2016,219.61,4529005,3767821
06/22/2016,196.66,23742414,5151803
06/23/2016,196.4,10130748,5691664
06/24/2016,193.15,7026516,6011500
06/27/2016,198.55,7220323,6342888
06/28/2016,201.79,6212422,6342811
06/29/2016,210.19,5994908,6344339
06/30/2016,212.28,4843111,6367741
07/1/2016,216.5,5399951,6325964
07/5/2016,213.98,5175345,6391452
07/6/2016,214.44,4919855,6480765
07/7/2016,215.94,3611531,6527632
07/8/2016,216.78,4074785,6636601
07/11/2016,224.78,5429823,6791081
07/12/2016,224.65,4576165,6859127
07/13/2016,222.53,3567062,6794998
07/14/2016,221.53,2675834,5390559
07/15/2016,220.4,2234247,4864125
07/18/2016,226.25,3412055,4623161
07/19/2016,225.26,3115065,4349478
07/20/2016,228.36,2568498,4106549
07/21/2016,220.5,4428651,4002132
07/22/2016,222.27,2579692,3851237
07/25/2016,230.01,4490683,3790620
07/26/2016,229.51,3430042,3674266
07/27/2016,228.49,2889007,3538876
07/28/2016,230.61,2419059,3459378
07/29/2016,234.79,3070813,3392447
08/1/2016,230.01,4016284,3298211
08/2/2016,227.2,3934432,3255428
08/3/2016,225.79,3887759,3276808
08/4/2016,230.61,4146997,3374886
08/5/2016,230.03,3205215,3439617
08/8/2016,226.16,2263584,3363052
08/9/2016,229.08,2207833,3302570
08/10/2016,225.65,2338301,3287224
08/11/2016,224.91,1880936,3117376
08/12/2016,225.61,1813540,3066299
08/15/2016,225.59,2034328,2902542
08/16/2016,223.61,2267147,2825016
08/17/2016,223.24,1787127,2751557
08/18/2016,223.51,1714467,2704584
08/19/2016,225,1659530,2610499
08/22/2016,222.93,2065493,2480446
08/23/2016,224.84,4784418,2537112
08/24/2016,222.62,2570693,2449307
08/25/2016,220.96,1762519,2290342
08/26/2016,219.99,2238992,2225927
08/29/2016,215.2,3266334,2292777
08/30/2016,211.34,3168862,2356846
08/31/2016,212.01,3276548,2419396
09/1/2016,200.77,7943138,2823543
09/2/2016,197.78,5977413,3101134
09/6/2016,202.83,4390572,3258217
09/7/2016,201.71,3640923,3349802
09/8/2016,197.36,3377946,3455857
09/9/2016,194.47,3756992,3592025
09/12/2016,198.3,3715161,3729067
09/13/2016,196.05,3589379,3830659
09/14/2016,196.41,2259231,3662314
09/15/2016,200.42,3085115,3696608
09/16/2016,205.4,3107808,3786294
09/19/2016,206.34,2299498,3790328
09/20/2016,204.64,2410488,3733272
09/21/2016,205.22,2633503,3697581
09/22/2016,206.43,2382902,3638005
09/23/2016,207.45,2905229,3302144
09/26/2016,208.99,2394358,3063274
09/27/2016,205.81,3373180,2995448
09/28/2016,206.27,2088374,2891944
09/29/2016,200.7,2727029,2848550
09/30/2016,204.03,2586273,2770502
10/3/2016,213.7,5999892,2922817
10/4/2016,211.41,3541481,2919624
10/5/2016,208.46,1877534,2894178
10/6/2016,201,4703402,3002064
10/7/2016,196.61,3493018,3027744
10/10/2016,200.95,3316297,3095531
10/11/2016,200.1,2328422,3090060
10/12/2016,201.51,1970689,3045872
10/13/2016,200.24,2495413,3053373
10/14/2016,196.51,4269850,3144348
10/17/2016,193.96,4554080,3288329
10/18/2016,199.1,5680475,3442149
10/19/2016,203.56,6991183,3769003
10/20/2016,199.1,5072877,3925393
10/21/2016,200.09,2943402,3949201
10/24/2016,202.76,2751562,3732646
10/25/2016,202.34,2445014,3659548
10/26/2016,202.24,5632841,3909902
10/27/2016,204.01,13093744,4469258
10/28/2016,199.97,4280141,4521733
10/31/2016,197.73,4692273,4613465
11/1/2016,190.79,7060036,4928906
11/2/2016,188.02,4253382,5081085
11/3/2016,187.42,2653023,5091592
11/4/2016,190.56,5146043,5150005
11/7/2016,193.21,3870112,5104407
11/8/2016,194.94,3267580,4943548
11/9/2016,190.06,8173065,5022340
11/10/2016,185.35,6750341,5134171
11/11/2016,188.56,3988504,5203844
11/14/2016,181.45,6552205,5457221
11/15/2016,183.77,3902018,5554354
11/16/2016,183.93,3434437,5407794
11/17/2016,188.66,4887067,4860682
11/18/2016,185.02,5210347,4922696
11/21/2016,184.52,4361043,4900614
11/22/2016,191.17,5603361,4803502
11/23/2016,193.14,4891893,4846070
11/25/2016,196.65,2366098,4826941
11/28/2016,196.12,4529182,4785817
11/29/2016,189.57,4439256,4823760
11/30/2016,189.4,3547104,4842395
12/1/2016,181.88,5126401,4639284
12/2/2016,181.47,4042324,4458750
12/5/2016,186.8,4072239,4464332
12/6/2016,185.85,3391622,4253626
12/7/2016,193.15,5461851,4357615
12/8/2016,192.29,3194148,4341596
12/9/2016,192.18,2722505,4197292
12/12/2016,192.43,2438876,4012527
12/13/2016,198.15,6823884,4176716
12/14/2016,198.69,4150927,4079887
12/15/2016,197.58,3219567,3968399
12/16/2016,202.49,3796889,4063785
12/19/2016,202.73,3488071,3994378
12/20/2016,208.79,4689071,4011032
12/21/2016,207.7,5207622,4121733
12/22/2016,208.45,3111108,3987380
12/23/2016,213.34,4670464,4029256
12/27/2016,219.53,5915732,4152156
12/28/2016,219.74,3782456,4178212
12/29/2016,214.68,4044968,4083753
12/30/2016,213.69,4642620,4180317
01/3/2017,216.99,5923254,4393701
01/4/2017,226.99,11213471,4978674
01/5/2017,226.75,5911695,4917861
01/6/2017,229.01,5527893,5009659
01/9/2017,231.28,3979484,5060320
01/10/2017,229.87,3659955,5051191
01/11/2017,229.73,3650825,5062041
01/12/2017,229.59,3790229,5002119
01/13/2017,237.75,6092960,5061141
01/17/2017,235.58,4617522,5161569
01/18/2017,238.36,3768967,5101469
01/19/2017,243.76,7732303,5222574
01/20/2017,244.73,4204275,5250695
01/23/2017,248.92,6262938,5398560
01/24/2017,254.61,4965451,5420082
01/25/2017,254.47,5146361,5368289
01/26/2017,252.51,3152123,4830866
01/27/2017,252.95,3166336,4647842
01/30/2017,250.63,3801074,4532720
01/31/2017,251.93,4116104,4541828
02/1/2017,249.24,3958829,4561753
02/2/2017,251.55,2499775,4485017
02/3/2017,251.33,2186723,4378116
02/6/2017,257.77,3562517,4209420
02/7/2017,257.48,4244775,4184570
02/8/2017,262.08,3933014,4195507
02/9/2017,269.2,7820222,4201368
02/10/2017,269.23,3619739,4162399
02/13/2017,280.6,7029605,4213510
02/14/2017,280.98,7345224,4372162
02/15/2017,279.76,4947856,4358928
02/16/2017,268.95,7077322,4620608
02/17/2017,272.23,6257149,4826662
02/21/2017,277.39,5676747,4951707
02/22/2017,273.51,8754975,5260965
02/23/2017,255.99,14915249,5991393
02/24/2017,257,8171626,6369516
02/27/2017,246.23,11460810,6987789
02/28/2017,249.99,6078145,7155497
03/1/2017,250.02,4809488,7193145
03/2/2017,250.48,3351833,7154400
03/3/2017,251.57,2929234,6828334
03/6/2017,251.21,3355500,6810718
03/7/2017,248.59,3459470,6572709
03/8/2017,246.87,3728649,6331604
03/9/2017,244.9,3879293,6260366
03/10/2017,243.69,3066272,5992963
03/13/2017,246.17,3022625,5777328
03/14/2017,258,7598446,5905441
03/15/2017,255.73,5330806,5677163
03/16/2017,262.05,7132153,5158290
03/17/2017,261.5,6497496,5046682
03/20/2017,261.92,3614294,4523581
03/21/2017,250.68,6908554,4578941
03/22/2017,255.01,4059297,4528928
03/23/2017,254.78,3320245,4526823
03/24/2017,263.16,5647253,4708024
03/27/2017,270.22,6230795,4899710
03/28/2017,277.45,7987604,5201586
03/29/2017,277.38,3676157,5198086
03/30/2017,277.92,4148426,5216028
03/31/2017,278.3,3294640,5231253
04/3/2017,298.52,13888618,5955653
04/4/2017,303.7,10134556,6124727
04/5/2017,295,7880938,6294735
04/6/2017,298.7,5520588,6187298
04/7/2017,302.54,4579613,6059439
04/10/2017,312.39,7664458,6329450
04/11/2017,308.71,5724577,6250518
04/12/2017,296.84,6050682,6383277
04/13/2017,304,9284634,6780903
04/17/2017,301.44,4138736,6680335
04/18/2017,300.25,3035698,6467329
04/19/2017,305.52,3898024,6194690
04/20/2017,302.51,6149352,6359570
04/21/2017,305.6,4509756,6383658
04/24/2017,308.03,5083505,6502916
04/25/2017,313.79,6737708,6026189
04/26/2017,310.17,4695044,5663554
04/27/2017,308.63,3468569,5369397
04/28/2017,314.07,4505478,5301723
05/1/2017,322.83,8829565,5585053
05/2/2017,318.89,5382777,5432941
05/3/2017,311.02,7133365,5526860
05/4/2017,295.46,14152008,6066948
05/5/2017,308.35,8177347,5993129
05/8/2017,307.19,7006471,6184311
05/9/2017,321.26,9676537,6627034
05/10/2017,325.22,5741607,6749940
05/11/2017,323.1,4753819,6656904
05/12/2017,324.81,4121612,6631028
05/15/2017,315.88,7622004,6800261
05/16/2017,317.01,4152484,6627913
05/17/2017,306.11,6711940,6762372
05/18/2017,313.06,5653801,6908055
05/19/2017,310.83,4687572,6920194
05/22/2017,310.35,4329178,6620168
05/23/2017,303.86,4318354,6549207
05/24/2017,310.22,5041692,6409762
05/25/2017,316.83,5013963,5800559
05/26/2017,325.14,7802199,5775549
05/30/2017,335.1,7782916,5827312
05/31/2017,341.01,9963444,5846439
06/1/2017,340.37,7607996,5970865
06/2/2017,339.85,5590239,6026627
06/5/2017,347.32,6784368,6204144
06/6/2017,352.85,11086798,6435130
06/7/2017,359.65,9397959,6784828
06/8/2017,370,9061496,6941465
06/9/2017,357.32,17261436,7715308
06/12/2017,359.01,10517660,8103980
06/13/2017,375.95,11807920,8602563
06/14/2017,380.66,12818429,9169234
06/15/2017,375.34,10426469,9528219
06/16/2017,371.4,6730973,9642687
06/19/2017,369.8,6549332,9559162
06/20/2017,372.24,7438701,9536215
06/21/2017,376.4,4923210,9200199
06/22/2017,382.61,7529778,9194985
06/23/2017,383.45,6445758,9252019
06/26/2017,377.49,6604099,9240001
06/27/2017,362.37,6996399,8967308
06/28/2017,371.24,6302463,8760942
06/29/2017,360.75,8221038,8704911
06/30/2017,361.61,5848521,7944050
07/3/2017,352.62,6305401,7663233
07/5/2017,327.09,17046700,8012485
07/6/2017,308.83,19324496,8446223
07/7/2017,313.22,14176915,8696252
07/10/2017,316.05,13820889,9168913
07/11/2017,327.22,11559402,9502918
07/12/2017,329.52,10346127,9696746
07/13/2017,323.41,8594466,9941497
07/14/2017,327.78,5625211,9814526
07/17/2017,319.57,9876912,10043269
07/18/2017,328.24,6373720,10027911
07/19/2017,325.26,6357014,9985285
07/20/2017,329.92,5166188,9909533
07/21/2017,328.4,4901606,9688238
07/24/2017,342.52,8637082,9874142
07/25/2017,339.6,6989197,9919728
07/26/2017,343.85,4820790,9104668
07/27/2017,334.46,8302405,8369862
07/28/2017,335.07,4880414,7750095
07/31/2017,323.47,8535136,7397712
08/1/2017,319.57,8303102,7180625
08/2/2017,325.89,13091462,7363647
08/3/2017,347.09,13535033,7693018
08/4/2017,356.91,9268909,7935932
08/7/2017,355.17,6324480,7699103
08/8/2017,365.22,7449837,7770844
08/9/2017,363.53,6892096,7806516
08/10/2017,355.4,7092858,7934961
08/11/2017,357.87,4365783,7899239
08/14/2017,363.8,4519186,7624713
08/15/2017,362.33,3085088,7364439
08/16/2017,362.91,3413773,7270638
08/17/2017,351.92,5027660,7052321
08/18/2017,347.46,5408183,7087506
08/21/2017,337.86,6495424,6951525
08/22/2017,341.35,4321966,6686116
08/23/2017,352.77,4954504,6143652
08/24/2017,352.93,4584687,5546963
08/25/2017,348.05,3483956,5161299
08/28/2017,345.66,3763956,4990597
08/29/2017,347.36,4073675,4765520
08/30/2017,353.18,3412943,4533576
08/31/2017,355.9,4072795,4332239
09/1/2017,355.4,3049546,4244490
09/5/2017,349.59,3848382,4199769
09/6/2017,344.53,4091351,4266854
09/7/2017,350.61,4239213,4321883
09/8/2017,343.4,3263508,4204273
09/11/2017,363.69,7667055,4354864
09/12/2017,362.75,5972907,4320030
09/13/2017,366.23,4185231,4310914
09/14/2017,377.64,7202524,4460782
09/15/2017,379.81,5420496,4516503
09/18/2017,385,7187980,4763438
09/19/2017,375.1,6451886,4942633
09/20/2017,373.91,4919052,4998992
09/21/2017,366.48,4618190,5079341
09/22/2017,351.09,8159418,5351783
09/25/2017,344.99,7605946,5655543
09/26/2017,345.25,7156274,5876069
09/27/2017,340.97,6060330,6007334
09/28/2017,339.6,5319617,6079361
09/29/2017,341.1,5107082,6202266
10/2/2017,341.53,5286774,6043581
10/3/2017,348.14,10153596,6322293
10/4/2017,355.01,8163543,6587514
10/5/2017,355.33,4171675,6385458
10/6/2017,356.88,4297474,6310589
10/9/2017,342.94,7493654,6330968
10/10/2017,355.59,6978495,6366075
10/11/2017,354.6,4500831,6338194
10/12/2017,355.68,4087048,6302784
10/13/2017,355.57,3540533,5994858
10/16/2017,350.6,5375486,5846161
10/17/2017,355.75,3293345,5588632
10/18/2017,359.65,4939074,5513882
10/19/2017,351.81,5061843,5496697
10/20/2017,345.1,4930395,5484918
10/23/2017,337.02,5747346,5515623
10/24/2017,337.34,4491672,5138161
10/25/2017,325.84,8594073,5166863
10/26/2017,326.17,5023500,5223652
10/27/2017,320.87,6979704,5402467
10/30/2017,320.08,4254378,5186515
10/31/2017,331.53,5672347,5099439
11/1/2017,321.08,8457336,5363206
11/2/2017,299.26,19791416,6410163
11/3/2017,306.09,8893974,6767060
11/6/2017,302.78,6486009,6841094
11/7/2017,306.05,5294274,6974490
11/8/2017,304.39,4725271,6960236
11/9/2017,302.99,5447147,6985923
11/10/2017,302.99,4625429,6965592
11/13/2017,315.4,7584944,7088099
11/14/2017,308.7,5676076,7167059
11/15/2017,311.3,5978665,6992698
11/16/2017,312.5,5822073,7045936
11/17/2017,315.05,13735139,7496299
11/20/2017,308.74,8247650,7762517
11/21/2017,317.81,7261273,7868445
11/22/2017,312.6,4917636,7632465
11/24/2017,315.55,3244065,6529309
11/27/2017,316.81,4555894,6240103
11/28/2017,317.55,4949491,6137669
11/29/2017,307.54,8767398,6369210
11/30/2017,308.85,4351587,6344298
12/1/2017,306.53,4292868,6267346
12/4/2017,305.2,5835140,6347994
12/5/2017,303.7,4646520,6152099
12/6/2017,313.26,7195341,6253383
12/7/2017,311.24,4780597,6173512
12/8/2017,315.13,3468458,6016604
12/11/2017,328.91,7937981,5630127
12/12/2017,341.03,8733199,5662497
12/13/2017,339.03,6221461,5593176
12/14/2017,337.89,5799916,5651995
12/15/2017,343.45,6933199,5897937
12/18/2017,338.87,5476166,5959288
12/19/2017,331.1,6824971,6084320
12/20/2017,328.98,5953800,5896747
12/21/2017,331.66,4385222,5898990
12/22/2017,325.2,4215807,5893852
12/26/2017,317.29,4378413,5796737
12/27/2017,311.64,4712111,5801110
12/28/2017,315.36,4316347,5609177
12/29/2017,311.35,3777155,5542281
01/2/2018,320.53,4352241,5601200
01/3/2018,317.25,4521527,5373436
01/4/2018,314.62,9946304,5454310
01/5/2018,316.58,4591180,5345624
01/8/2018,336.41,9859435,5616259
01/9/2018,333.69,7146631,5630488
01/10/2018,334.8,4309926,5552738
01/11/2018,337.95,6645484,5540772
01/12/2018,336.22,4825059,5465523
01/16/2018,340.06,6474251,5604792
01/17/2018,347.16,7103505,5797305
01/18/2018,344.57,5685845,5884467
01/19/2018,350.02,4888303,5896213
01/22/2018,351.56,6210360,6022481
01/23/2018,352.79,5465414,6135031
01/24/2018,345.89,5287478,6197380
01/25/2018,337.64,6740303,6345299
01/26/2018,342.85,4539356,5984836
01/29/2018,349.53,4747149,5995234
01/30/2018,345.82,4717700,5652451
01/31/2018,354.31,6214069,5590280
02/1/2018,349.25,4197687,5582798
02/2/2018,343.75,3704836,5386755
02/5/2018,333.13,4464147,5362694
02/6/2018,333.97,5088438,5270306
02/7/2018,345,6969239,5261355
02/8/2018,315.23,10314573,5569937
02/9/2018,310.42,12933721,6106298
02/12/2018,315.73,6227822,6107462
02/13/2018,323.66,4560231,6047117
02/14/2018,322.31,3950743,5958001
02/15/2018,334.065,5912917,5902842
02/16/2018,335.49,5642637,5976394
02/20/2018,334.77,4009435,5927213
02/21/2018,333.3,3219649,5827343
02/22/2018,346.17,6969808,5877726
02/23/2018,352.05,5817387,5985706
02/26/2018,357.42,4339985,6028049
02/27/2018,350.99,4797419,6050267
02/28/2018,343.06,6069658,6115682
03/1/2018,330.93,6885601,6110106
03/2/2018,335.12,5092829,5761990
03/5/2018,333.35,3823769,5154660
03/6/2018,328.2,4285744,5025188
03/7/2018,332.3,5007297,5054992
03/8/2018,329.1,3566244,5029359
03/9/2018,327.17,5506764,5002282
03/12/2018,345.51,8264035,5177042
03/13/2018,341.84,5965805,5307467
03/14/2018,326.63,7967370,5623981
03/15/2018,325.6,6564801,5596981
03/16/2018,321.35,6117279,5616974
03/19/2018,313.56,7484294,5826594
03/20/2018,310.55,4764293,5824386
03/21/2018,316.53,5958411,5816969
03/22/2018,309.1,4939771,5687247
03/23/2018,301.54,6654899,5791385
03/26/2018,304.18,8375175,6094812
03/27/2018,279.18,13872029,6733898
03/28/2018,257.78,21001436,7800174
03/29/2018,266.13,15170749,8573807
04/2/2018,252.48,16113968,9280954
04/3/2018,267.53,18844384,9986311
04/4/2018,286.94,19896746,10915040
04/5/2018,305.72,19121100,11658622
04/6/2018,299.3,13520286,12122321
04/9/2018,289.66,10249805,12397823
04/10/2018,304.7,11024259,12633821
04/11/2018,300.93,7482945,12815064
04/12/2018,294.08,7608769,12925088
04/13/2018,300.34,7327223,13084252
04/16/2018,291.21,6338488,13063157
04/17/2018,287.69,7000023,12971481
04/18/2018,293.35,6557700,12483859
04/19/2018,300.08,6090599,11489803
04/20/2018,290.24,5627928,10853615
04/23/2018,283.37,4893378,10105576
04/24/2018,283.46,5685308,9228304
04/25/2018,280.69,4013574,8169426
04/26/2018,285.48,4356013,7185087
04/27/2018,294.075,4364626,6574709
04/30/2018,293.9,4228172,6173267
05/1/2018,299.92,4625603,5746690
05/2/2018,301.15,8970370,5845852
05/3/2018,284.45,17352130,6495409
05/4/2018,294.09,8569354,6578218
05/7/2018,302.77,8678224,6734200
05/8/2018,301.97,5930000,6662866
05/9/2018,306.85,5727365,6607510
05/10/2018,305.02,5651561,6578241
05/11/2018,301.06,4679649,6515022
05/14/2018,291.97,7286804,6674584
05/15/2018,284.18,9519173,6930175
05/16/2018,286.48,5674019,7040871
05/17/2018,284.54,4420612,7045178
05/18/2018,276.82,7251887,7237662
05/21/2018,284.49,9182571,7567955
05/22/2018,275.01,8945756,7855965
05/23/2018,279.07,5985053,7656944
05/24/2018,277.85,4176708,6778583
05/25/2018,278.85,3875082,6465631
05/29/2018,283.76,5666640,6264859
05/30/2018,291.72,7489686,6368838
05/31/2018,284.73,5919721,6381662
06/1/2018,291.82,5424386,6366517
06/4/2018,296.74,4797810,6374394
06/5/2018,291.13,5995157,6288284
06/6/2018,319.5,18767268,6904824
06/7/2018,316.09,14345271,7482907
06/8/2018,317.66,8205202,7735213
06/11/2018,332.1,13183473,8130653
06/12/2018,342.77,22347404,9008308
06/13/2018,344.78,9469804,9043244
06/14/2018,357.72,10981023,9376309
06/15/2018,358.17,10848254,9821079
06/18/2018,370.83,12073226,10367622
06/19/2018,352.55,12761903,10840639
06/20/2018,362.22,8383656,10900237
06/21/2018,347.51,7967145,11036732
06/22/2018,333.63,10266059,11359510
06/25/2018,333.01,6931304,11501743
06/26/2018,342,7452487,11598899
06/27/2018,344.5,8333727,10903329
06/28/2018,349.93,8398005,10506845
06/29/2018,342.95,6492396,10392658
07/2/2018,335.07,18759764,10764410
07/3/2018,310.86,12282638,10093426
07/5/2018,309.16,17476374,10627197
07/6/2018,308.9,8865451,10486159
07/9/2018,318.51,7596753,10269393
07/10/2018,322.47,9471498,10095944
07/11/2018,318.96,4884076,9570756
07/12/2018,316.71,5721166,9393256
07/13/2018,318.87,5875770,9253831
07/16/2018,310.1,7818655,9090671
07/17/2018,322.69,6996232,9094999
07/18/2018,323.85,5624211,8973114
07/19/2018,320.23,5915345,8811889
07/20/2018,313.58,5166547,8596458
07/23/2018,303.2,10992947,8896495
07/24/2018,297.43,9590784,8285230
07/25/2018,308.74,7094180,7939333
07/26/2018,306.65,4630522,7082943
07/27/2018,297.18,5703326,6872134
07/30/2018,290.17,6814072,6819956
07/31/2018,298.14,5076916,6526984
08/1/2018,300.84,10129430,6876674
08/2/2018,349.54,23214962,8042927
08/3/2018,348.17,13656486,8561641
08/6/2018,341.99,8564331,8611353
08/7/2018,379.57,30875768,10203322
08/8/2018,370.34,24571164,11466452
08/9/2018,352.45,17183812,12217683
08/10/2018,355.49,11552044,12643383
08/13/2018,356.41,10463881,12608112
08/14/2018,347.64,6986427,12434488
08/15/2018,338.69,9101258,12568293
08/16/2018,335.45,6064033,12663861
08/17/2018,305.5,18958612,13547546
08/20/2018,308.44,17402336,14253431
08/21/2018,321.9,13172230,14793118
08/22/2018,321.64,5945955,14514220
08/23/2018,320.1,5147286,13309708
08/24/2018,322.82,3602564,12639447
08/27/2018,319.27,13079288,12940444
08/28/2018,311.86,7649091,11391999
08/29/2018,305.01,7447392,10250414
08/30/2018,303.15,7216706,9585940
08/31/2018,301.66,5375104,9174144
09/4/2018,288.95,8350469,9033250
09/5/2018,280.74,7720821,9082210
09/6/2018,280.95,7480760,8974176
09/7/2018,263.24,22491932,10069370
09/10/2018,285.5,14283528,9757697
09/11/2018,279.44,9169989,9208874
09/12/2018,290.54,10015427,8998421
09/13/2018,289.46,6340336,9024713
09/14/2018,295.2,6765612,9132601
09/17/2018,294.84,6887577,9351602
09/18/2018,284.96,16547522,9582818
09/19/2018,299.02,8294917,9625873
09/20/2018,298.33,7349422,9619341
09/21/2018,299.1,5050478,9474926
09/24/2018,299.68,4842961,9439450
09/25/2018,300.99,4481729,9181534
09/26/2018,309.58,7843216,9189694
09/27/2018,307.52,8509084,9258249
09/28/2018,264.77,33649696,10002100
10/1/2018,310.7,21777596,10501704
10/2/2018,301.02,11743511,10673272
10/3/2018,294.8,7994988,10538576
10/4/2018,281.83,9814212,10770168
10/5/2018,261.95,17944536,11515430
10/8/2018,250.56,13472653,11954435
10/9/2018,262.8,12060574,11655305
10/10/2018,256.88,12815278,11956662
10/11/2018,252.23,8167738,12011217
10/12/2018,258.78,7201404,12154612
10/15/2018,259.59,6199965,12245079
10/16/2018,276.59,9526401,12581390
10/17/2018,271.78,8655542,12635545
10/18/2018,263.91,5421184,12429685
10/19/2018,260,9375549,10811409
10/22/2018,260.95,5600260,9732920
10/23/2018,294.14,19027752,10218536
10/24/2018,288.5,20058258,11022754
10/25/2018,314.86,20840724,11757855
10/26/2018,330.9,27425520,12389920
10/29/2018,334.85,14486027,12457478
10/30/2018,329.9,9126704,12261887
10/31/2018,337.32,7624348,11915825
11/1/2018,344.28,8000132,11904651
11/2/2018,346.41,7807971,11945089
11/5/2018,341.4,7831048,12053828
11/6/2018,341.06,6762889,11869594
11/7/2018,348.16,7374522,11784193
11/8/2018,351.4,7090674,11895492
11/9/2018,350.51,5098846,11610378
11/12/2018,331.28,6941523,11699796
11/13/2018,338.73,5448597,10794519
11/14/2018,344,5040287,9793321
11/15/2018,348.44,4625719,8712320
11/16/2018,354.31,7206191,7364365
11/19/2018,353.47,9708871,7045888
11/20/2018,347.49,8004709,6971089
11/21/2018,338.19,4686808,6775253
11/23/2018,325.83,4202642,6522087
11/26/2018,346,7992141,6534365
11/27/2018,343.92,6358300,6436182
11/28/2018,347.87,4127578,6260494
11/29/2018,341.17,3080724,5974241
11/30/2018,350.48,5628895,5876789
12/3/2018,358.49,8306511,6090633
12/4/2018,359.7,8461945,6191995
12/6/2018,363.06,7842508,6351589
12/7/2018,357.965,11511177,6782982
12/10/2018,365.15,6613455,6915497
12/11/2018,366.76,6308769,6855669
12/12/2018,366.6,5027048,6543548
12/13/2018,376.79,7365854,6500957
12/14/2018,365.71,6337555,6611007
12/17/2018,348.42,7674008,6842431
12/18/2018,337.03,7099999,6782955
12/19/2018,332.97,8274181,6910681
12/20/2018,315.38,9071858,7240299
12/21/2018,319.77,8016801,7569371
12/24/2018,295.39,5559913,7564772
12/26/2018,326.09,8163138,7555214
12/27/2018,316.13,8575133,7562760
12/28/2018,333.87,9938992,7702526
12/31/2018,332.8,6302338,7355270
01/2/2019,310.12,11658648,7691616
01/3/2019,300.36,6965184,7735377
01/4/2019,317.69,7394116,7893181
01/7/2019,334.96,7551225,7905540
01/8/2019,335.35,7008516,7950270
01/9/2019,338.53,5432945,7800866
01/10/2019,344.97,6056354,7731290
01/11/2019,347.26,5039052,7515614
01/14/2019,334.4,5247284,7260643
01/15/2019,344.43,6056590,7129962
01/16/2019,346.05,4691739,7072084
01/17/2019,347.31,3676733,6772990
01/18/2019,302.26,24150764,7811366
01/22/2019,298.92,12066741,7953216
01/23/2019,287.59,12529993,8368393
01/24/2019,291.51,8012155,8125293
01/25/2019,297.04,7258078,8144819
01/28/2019,296.38,6423279,8080097
01/29/2019,297.46,4621692,7884795
01/30/2019,308.77,11250318,8167581
01/31/2019,307.02,12569245,8643334
02/1/2019,312.21,7283441,8725140
02/4/2019,312.89,7352082,8879342
02/5/2019,321.35,6742765,8979041
02/6/2019,317.22,5038546,8911171
02/7/2019,307.51,6520611,9033096
02/8/2019,305.8,5844212,9177595
02/11/2019,312.84,7129713,8042858
02/12/2019,311.81,5517570,7606247
02/13/2019,308.17,5141617,7113689
02/14/2019,303.77,5200832,6926267
02/15/2019,307.88,3904947,6702725
02/19/2019,305.64,4168443,6552403
02/20/2019,302.56,7142117,6720431
02/21/2019,291.23,8909182,6564355
02/22/2019,294.71,5740558,6109109
02/25/2019,298.77,6626522,6065315
02/26/2019,297.86,8582535,6147345
02/27/2019,314.74,11183908,6443421
02/28/2019,319.88,10520653,6808895
03/1/2019,294.79,22911376,7901613
03/4/2019,285.36,17096818,8651786
03/5/2019,276.54,18764740,9427455
03/6/2019,276.24,10335485,9748649
03/7/2019,276.59,9442483,10035373
03/8/2019,284.14,8819625,10276626
03/11/2019,290.92,7392278,10509115
03/12/2019,283.36,7504137,10731494
03/13/2019,288.96,6844719,10711668
03/14/2019,289.96,7103447,10591286
03/15/2019,275.43,14785531,11194284
03/18/2019,269.49,10280980,11437914
03/19/2019,267.47,11800630,11652454
03/20/2019,273.6,6908224,11367408
03/21/2019,274.02,5947098,11062505
03/22/2019,264.53,8745609,10118120
03/25/2019,260.42,10215029,9659334
03/26/2019,267.77,7350948,8898415
03/27/2019,274.83,8779166,8794660
03/28/2019,278.62,6774093,8616768
03/29/2019,279.86,5991338,8428215
04/1/2019,289.18,8110439,8476093
04/2/2019,285.88,5478940,8341080
04/3/2019,291.81,7929864,8413422
04/4/2019,267.78,23720728,9521241
04/5/2019,274.96,13038257,9404756
04/8/2019,273.2,10410436,9413387
04/9/2019,272.31,5904031,9020280
04/10/2019,276.06,7061314,9030486
04/11/2019,268.42,9835927,9289741
04/12/2019,267.7,6745974,9156432
04/15/2019,266.38,10038579,9144669
04/16/2019,273.36,7272930,9139468
04/17/2019,271.23,5126468,8895955
04/18/2019,273.26,5876325,8836103
04/22/2019,262.75,12147141,9246490
04/23/2019,263.9,10943859,9435385
04/24/2019,258.66,10727454,9785286
04/25/2019,247.63,21849392,10713254
04/26/2019,235.14,22360708,10622586
04/29/2019,241.47,16714476,10867668
04/30/2019,238.69,9464628,10804614
05/1/2019,234.01,10704354,11124635
05/2/2019,244.1,18159340,11864504
05/3/2019,255.03,23706772,12789227
05/6/2019,255.34,10833943,13061758
05/7/2019,247.06,10131408,13067947
05/8/2019,244.84,6176440,12994847
05/9/2019,241.98,6711382,13100508
05/10/2019,239.52,7008336,13175976
05/13/2019,227.01,10834796,13088486
05/14/2019,232.31,7252412,12842389
05/15/2019,231.95,7295976,12613624
