Date,Last Price,Volume,SMAVG (15)
07/9/2013,123.45,8603207,8289561
07/10/2013,122.27,5600012,8075991
07/11/2013,125.61,7486958,8002539
07/12/2013,129.9,11349186,8085070
07/15/2013,127.26,9924336,7965457
07/16/2013,109.05,32371868,9648447
07/17/2013,120.25,26028948,10993655
07/18/2013,119.03,11407358,11313468
07/19/2013,119.68,5891439,11122842
07/22/2013,122.43,9804810,11393134
07/23/2013,122.74,7740469,11182259
07/24/2013,121.7,6871372,10835663
07/25/2013,124.07,5287144,10867695
07/26/2013,129.39,9640703,11055242
07/29/2013,134.62,9686072,11179592
07/30/2013,131.74,13130267,11481396
07/31/2013,134.28,6351637,11531504
08/1/2013,135.55,5323599,11387281
08/2/2013,138,6269838,11048657
08/5/2013,144.68,10200629,11067077
08/6/2013,142.15,9261092,9526358
08/7/2013,134.23,18212138,9005238
08/8/2013,153.48,27246764,10061198
08/9/2013,153,8936029,10264171
08/12/2013,147.38,14912175,10604662
08/13/2013,145.43,8748863,10671888
08/14/2013,139.36,11693743,10993380
08/15/2013,139.67,10188877,11320162
08/16/2013,142,7108086,11151321
08/19/2013,144.9,8037640,11041425
08/20/2013,149.58,6418108,10593948
08/21/2013,147.86,6266262,10588256
08/22/2013,157.1,10592391,10939509
08/23/2013,161.839,12931842,11383643
08/26/2013,164.22,24171096,12315007
08/27/2013,167.01,17566816,12868722
08/28/2013,166.45,14740006,12637247
08/29/2013,166.06,9445720,11450510
08/30/2013,169,11028358,11589999
09/3/2013,168.94,12061100,11399927
09/4/2013,170.622,11475647,11581713
09/5/2013,169.93,6693202,11248343
09/6/2013,166.97,8619630,11143727
09/9/2013,160.7,14344473,11626153
09/10/2013,166.37,8967786,11688162
09/11/2013,163.52,5832476,11649120
09/12/2013,164.93,6159993,11642036
09/13/2013,165.54,5409888,11296536
09/16/2013,166.58,7592598,10940586
09/17/2013,166.23,5500719,9695894
09/18/2013,166.218,5439615,8887414
09/19/2013,177.92,15594568,8944385
09/20/2013,183.39,13401689,9208116
09/23/2013,181.11,8191841,9019015
09/24/2013,182.33,6282431,8633770
09/25/2013,185.238,8252621,8418902
09/26/2013,188.64,6621592,8414128
09/27/2013,190.9,5923881,8234412
09/30/2013,193.37,8934541,7873750
10/1/2013,193,7761429,7793326
10/2/2013,180.95,20775410,8789521
10/3/2013,173.31,23816504,9966622
10/4/2013,180.98,14413965,10566894
10/7/2013,183.07,11485579,10826426
10/8/2013,174.73,13757218,11376859
10/9/2013,168.78,15316481,12035317
10/10/2013,172.93,8883910,11587939
10/11/2013,178.7,8311086,11248566
10/14/2013,179.72,7769630,11220419
10/15/2013,183.94,10978536,11533492
10/16/2013,183.56,8205367,11530342
10/17/2013,182.802,6704968,11535900
10/18/2013,183.4,5930815,11536363
10/21/2013,172.6,11532131,11709535
10/22/2013,171.54,11394675,11951752
10/23/2013,164.5,13327739,11455240
10/24/2013,173.15,10825667,10589184
10/25/2013,169.66,7595458,10134617
10/28/2013,162.86,7841727,9891694
10/29/2013,164.47,14111737,9915328
10/30/2013,159.22,8401756,9454347
10/31/2013,159.94,9340455,9484783
11/1/2013,162.17,7180583,9409416
11/4/2013,175.2,13120374,9766133
11/5/2013,176.81,22467100,10532037
11/6/2013,151.16,31071726,12056461
11/7/2013,139.772,22284744,13095112
11/8/2013,137.95,22477860,14198249
11/11/2013,144.698,13997591,14362613
11/12/2013,137.8,14985162,14601979
11/13/2013,138.7,12658272,14557347
11/14/2013,137.6,12203700,14649216
11/15/2013,135.45,9900176,14802864
11/18/2013,121.58,23138242,15822632
11/19/2013,126.09,19816154,16202926
11/20/2013,121.11,13849554,16566113
11/21/2013,122.1,11903803,16737003
11/22/2013,121.38,11104146,16998574
11/25/2013,120.84,10257890,16807742
11/26/2013,120.5,13885522,16235636
11/27/2013,126.94,12367634,14988697
11/29/2013,127.28,9716219,14150795
12/2/2013,124.17,7751211,13169018
12/3/2013,144.7,25682404,13948006
12/4/2013,138.95,13147688,13825508
12/5/2013,140.48,9288415,13600851
12/6/2013,137.36,7909596,13314577
12/9/2013,141.6,9061485,13258664
12/10/2013,142.19,10748234,12432664
12/11/2013,139.65,7137842,11587443
12/12/2013,147.47,10767791,11381992
12/13/2013,147.654,10599775,11295057
12/16/2013,147.94,6675276,10999799
12/17/2013,152.46,10494969,11015604
12/18/2013,147.98,11581897,10862029
12/19/2013,140.72,12758613,10888094
12/20/2013,143.24,7422537,10735182
12/23/2013,143.55,5385506,10577469
12/24/2013,151.41,9941485,9528074
12/26/2013,155.5,7129526,9126863
12/27/2013,151.12,5469064,8872240
12/30/2013,152.44,4472076,8643072
12/31/2013,150.429,4266710,8323420
01/2/2014,150.1,6195355,8019895
01/3/2014,149.56,4698839,7857295
01/6/2014,147,5367320,7497263
01/7/2014,149.36,5041806,7126732
01/8/2014,151.28,6166674,7092825
01/9/2014,147.53,5388905,6752421
01/10/2014,145.72,7450531,6476997
01/13/2014,139.34,6324647,6048066
01/14/2014,161.27,27935828,7415618
01/15/2014,164.13,20488980,8422516
01/16/2014,170.97,11982099,8558557
01/17/2014,170.01,9216028,8697657
01/21/2014,176.68,9745765,8982771
01/22/2014,178.56,7036758,9153750
01/23/2014,181.5,7899515,9395937
01/24/2014,174.6,7711296,9496999
01/27/2014,169.62,8737773,9766262
01/28/2014,178.38,6128237,9816989
01/29/2014,175.23,5956817,9877990
01/30/2014,182.84,8575210,10038559
01/31/2014,181.41,6512951,10113496
02/3/2014,177.11,6778609,10068701
02/4/2014,178.73,4690883,9959783
02/5/2014,174.42,7275952,8582458
02/6/2014,178.38,5847953,7606390
02/7/2014,186.53,8964054,7405187
02/10/2014,196.56,12989286,7656738
02/11/2014,196.62,10734472,7722651
02/12/2014,195.32,5181313,7598955
02/13/2014,199.63,8174049,7617257
02/14/2014,198.23,6173462,7514735
02/18/2014,203.7,9355871,7555942
02/19/2014,193.64,16419899,8242052
02/20/2014,209.97,18022262,9046415
02/21/2014,209.6,7828981,8996666
02/24/2014,217.65,8303133,9116012
02/25/2014,248,32797000,10850571
02/26/2014,253,24771194,12189259
02/27/2014,252.54,17970708,12902242
02/28/2014,244.81,14612693,13486558
03/3/2014,250.56,13109303,13762908
03/4/2014,254.84,8765392,13481315
03/5/2014,252.66,5946736,13162133
03/6/2014,252.94,7374719,13308360
03/7/2014,246.21,7818465,13284655
03/10/2014,238.84,7745751,13389474
03/11/2014,234.41,8836349,13354839
03/12/2014,241.49,9763911,12911106
03/13/2014,237.79,6236325,12125377
03/14/2014,230.97,8289733,12156094
03/17/2014,233.98,5912592,11996725
03/18/2014,240.04,6242349,10226415
03/19/2014,235.84,5071327,8913090
03/20/2014,234.91,3817905,7969570
03/21/2014,228.89,8227311,7543878
03/24/2014,220.17,11332947,7425454
03/25/2014,220.44,7865375,7365453
03/26/2014,212.96,6907306,7429491
03/27/2014,207.32,9505307,7571530
03/28/2014,212.37,9684761,7695950
03/31/2014,208.45,8380023,7738235
04/1/2014,216.97,7371422,7640573
04/2/2014,230.29,10782251,7708463
04/3/2014,225.4,10923734,8020956
04/4/2014,212.225,11345618,8224682
04/7/2014,207.52,9855478,8487541
04/8/2014,215.46,6889296,8530671
04/9/2014,216.93,5157923,8536444
04/10/2014,204.19,7211492,8762683
04/11/2014,203.78,9071300,8818949
04/14/2014,198.09,7703031,8576954
04/15/2014,193.91,13667071,8963734
04/16/2014,199.11,7205319,8983602
04/17/2014,198.12,5929506,8745215
04/21/2014,204.38,5266490,8450664
04/22/2014,218.64,9809333,8545951
04/23/2014,207.99,7295609,8540897
04/24/2014,207.86,5504768,8189065
04/25/2014,199.85,6996658,7927260
04/28/2014,198.51,7041983,7640351
04/29/2014,206.92,5787369,7369143
04/30/2014,207.89,4443453,7206087
05/1/2014,207.73,5444670,7225204
05/2/2014,210.91,4091394,7017197
05/5/2014,216.61,5152343,6755933
05/6/2014,207.28,5636725,6618180
05/7/2014,201.35,10179291,6385661
05/8/2014,178.59,20056592,7242413
05/9/2014,182.26,8495159,7413456
05/12/2014,184.67,7004330,7529312
05/13/2014,190.16,7097242,7348506
05/14/2014,190.62,5414945,7223128
05/15/2014,188.59,6046139,7259220
05/16/2014,191.56,4489312,7092063
05/19/2014,196.09,4571660,6927375
05/20/2014,195.3,5553877,6911809
05/21/2014,199.45,5290755,6968296
05/22/2014,204.88,6216255,7019735
05/23/2014,207.3,4010931,7014371
05/27/2014,211.56,5346788,7027334
05/28/2014,210.24,5496278,7017971
05/29/2014,210.24,3694596,6585658
05/30/2014,207.77,5586068,5620956
06/2/2014,204.7,4668115,5365820
06/3/2014,204.94,3866182,5156610
06/4/2014,203.99,3434502,4912427
06/5/2014,206.9,4059285,4822050
06/6/2014,208.171,3074900,4623967
06/9/2014,205.31,2813066,4512217
06/10/2014,202.3,3522336,4442263
06/11/2014,204.47,3980491,4337370
06/12/2014,203.52,5997144,4384463
06/13/2014,206.42,3546789,4206498
06/16/2014,224.61,13246352,4822193
06/17/2014,231.67,13304907,5352734
06/18/2014,227.12,6947053,5449453
06/19/2014,227.79,8801907,5789940
06/20/2014,229.59,4908077,5744741
06/23/2014,237.22,7800189,5953546
06/24/2014,232.5,8081109,6234541
06/25/2014,236.891,5803257,6392458
06/26/2014,235.6,5122972,6463370
06/27/2014,239.06,5638787,6634296
06/30/2014,240.06,4833602,6768998
07/1/2014,239.72,4341242,6823592
07/2/2014,229.425,8035072,7093898
07/3/2014,229.25,5166716,7038536
07/7/2014,222.66,5901080,7195488
07/8/2014,219.07,7846165,6835476
07/9/2014,223.06,4117729,6222997
07/10/2014,219.46,4865246,6084210
07/11/2014,218.13,3307113,5717891
07/14/2014,226.7,7208573,5871257
07/15/2014,219.58,5732031,5733380
07/16/2014,217.16,4051097,5464712
07/17/2014,215.4,4650956,5387892
07/18/2014,220.02,4260618,5330402
07/21/2014,220.54,3825251,5209500
07/22/2014,219.58,2732485,5069425
07/23/2014,222.49,3088731,4985924
07/24/2014,223.54,3248410,4666814
07/25/2014,223.57,3090383,4528391
07/28/2014,224.82,6517611,4569494
07/29/2014,225.01,3387187,4272228
07/30/2014,228.92,4927823,4326235
07/31/2014,223.3,7749058,4518489
08/1/2014,233.27,11898133,5091223
08/4/2014,238.52,5967406,5008479
08/5/2014,238.49,5388581,4985582
08/6/2014,248.93,9249265,5332127
08/7/2014,252.39,7478926,5520658
08/8/2014,248.13,5099061,5576554
08/11/2014,259.32,8101276,5861623
08/12/2014,259.96,6390412,6105484
08/13/2014,260.31,6932628,6361744
08/14/2014,261.38,4126634,6420293
08/15/2014,262.01,3867874,6472125
08/18/2014,259.94,5849231,6427567
08/19/2014,256.76,5340136,6557763
08/20/2014,255.71,3027863,6431099
08/21/2014,254.34,2919241,6109111
08/22/2014,256.78,2836959,5505033
08/25/2014,262.55,4318053,5395076
08/26/2014,261.74,3822572,5290676
08/27/2014,263.25,2990532,4873427
08/28/2014,263.86,2854737,4565148
08/29/2014,269.7,6453958,4655474
09/2/2014,284.12,9852351,4772212
09/3/2014,281.19,6779735,4798167
09/4/2014,286.04,8341749,4892109
09/5/2014,277.39,11176167,5362077
09/8/2014,282.11,5505040,5471222
09/9/2014,278.48,4567958,5385804
09/10/2014,281.1,3785988,5282194
09/11/2014,280.31,3768584,5331575
09/12/2014,279.2,3328302,5358846
09/15/2014,253.86,16464952,6267379
09/16/2014,260.74,8303972,6533107
09/17/2014,261.38,5179923,6623597
09/18/2014,263.82,3699314,6670849
09/19/2014,259.32,6811714,6934647
09/22/2014,250.03,8222963,7052581
09/23/2014,250.41,5660048,6773094
09/24/2014,252.14,3754376,6571404
09/25/2014,246.95,4843712,6338201
09/26/2014,246.6,3798841,5846379
09/29/2014,245.26,4854687,5803023
09/30/2014,242.68,4248127,5781700
10/1/2014,240.24,5946510,5925735
10/2/2014,251.42,9002001,6274630
10/3/2014,255.21,5408665,6413321
10/6/2014,260.62,7719055,5830261
10/7/2014,259.57,4491569,5576101
10/8/2014,259.28,5062615,5568280
10/9/2014,257.01,7361316,5812414
10/10/2014,236.91,12898275,6218184
10/13/2014,224.59,11276552,6421757
10/14/2014,227.06,7112339,6518576
10/15/2014,229.7,9151648,6878394
10/16/2014,226.35,5404565,6915785
10/17/2014,227.48,10551850,7365985
10/20/2014,230.47,3499686,7275652
10/21/2014,235.34,4130345,7267800
10/22/2014,231.1,4123397,7146259
10/23/2014,235.29,3499882,6779451
10/24/2014,235.24,3466927,6650002
10/27/2014,221.67,9553348,6772288
10/28/2014,242.77,10516297,7173936
10/29/2014,238.1,4967640,7167605
10/30/2014,238.66,3228371,6892075
10/31/2014,241.7,3775327,6283879
11/3/2014,242.59,4207268,5812593
11/4/2014,238.93,3682572,5583942
11/5/2014,230.97,9045925,5576894
11/6/2014,241.22,15354717,6240237
11/7/2014,240.2,5161023,5880849
11/10/2014,241.93,4577208,5952683
11/11/2014,251.08,7952565,6207498
11/12/2014,249.1,5870818,6323993
11/13/2014,251.7,6236036,6506403
11/14/2014,258.68,6101145,6682018
11/17/2014,253.98,4025695,6313507
11/18/2014,257.7,4474294,5910707
11/19/2014,247.74,7918486,6107430
11/20/2014,248.71,3587220,6131354
11/21/2014,242.78,7485059,6378669
11/24/2014,246.72,4789708,6417498
11/25/2014,248.09,3159804,6382647
11/26/2014,248.44,1981819,5911707
11/28/2014,244.52,2119688,5029371
12/1/2014,231.64,8619351,5259927
12/2/2014,231.43,5887046,5347249
12/3/2014,229.3,5307733,5170927
12/4/2014,228.28,3879208,5038153
12/5/2014,223.71,6063619,5026659
12/8/2014,214.36,9225619,5234957
12/9/2014,216.89,9431502,5595344
12/10/2014,209.84,7314139,5784667
12/11/2014,208.88,6694398,5703061
12/12/2014,207,7173782,5942165
12/15/2014,204.04,5218252,5791045
12/16/2014,197.81,8426105,6033471
12/17/2014,205.82,7367834,6314007
12/18/2014,218.26,7483349,6680775
12/19/2014,219.29,6910461,7000160
12/22/2014,222.6,4806917,6745998
12/23/2014,220.97,4513321,6654416
12/24/2014,222.26,1333518,6389469
12/26/2014,227.82,3327016,6352656
12/29/2014,225.71,2811828,6135870
12/30/2014,222.23,2903242,5714378
12/31/2014,222.41,2402097,5245751
01/2/2015,219.31,4764443,5075771
01/5/2015,210.09,5368477,4987376
01/6/2015,211.28,6261936,4926587
01/7/2015,210.95,2968390,4776596
01/8/2015,210.615,3442509,4444356
01/9/2015,206.66,4668295,4264387
01/12/2015,202.21,5950280,4162182
01/13/2015,204.25,4477320,3999973
01/14/2015,192.69,11551855,4449635
01/15/2015,191.87,5216524,4496516
01/16/2015,193.07,3603158,4647825
01/20/2015,191.93,4503182,4726236
01/21/2015,196.57,4153043,4815650
01/22/2015,201.62,4116905,4896561
01/23/2015,201.29,3442371,4965913
01/26/2015,206.55,3234522,4863918
01/27/2015,205.98,2781024,4691421
01/28/2015,199.37,3149606,4483933
01/29/2015,205.2,3548106,4522580
01/30/2015,203.6,3006959,4493544
02/2/2015,210.94,4149186,4458936
02/3/2015,218.36,4826244,4384001
02/4/2015,218.55,3305377,4305871
02/5/2015,220.99,3522947,3770610
02/6/2015,217.36,3243931,3639104
02/9/2015,217.48,3472423,3630389
02/10/2015,216.29,5390542,3689546
02/11/2015,212.8,9769102,4063950
02/12/2015,202.88,15649607,4832797
02/13/2015,203.77,6191003,5016039
02/17/2015,204.35,3979647,5065714
02/18/2015,204.46,2713598,5061219
02/19/2015,211.705,5154148,5194855
02/20/2015,217.11,5982089,5357120
02/23/2015,207.335,8499775,5723308
02/24/2015,204.11,6603560,5886933
02/25/2015,203.76,3909520,5825818
02/26/2015,207.19,6472855,6036983
02/27/2015,203.34,3882084,6060926
03/2/2015,197.325,7922065,6372801
03/3/2015,199.56,4432329,6436795
03/4/2015,202.435,4221962,6358890
03/5/2015,200.63,4877015,6032751
03/6/2015,193.88,6712438,5436939
03/9/2015,190.88,6736724,5473321
03/10/2015,190.32,5579691,5579990
03/11/2015,193.74,4974871,5730742
03/12/2015,191.07,4149294,5663752
03/13/2015,188.68,5434298,5627232
03/16/2015,195.7,5628783,5435833
03/17/2015,194.73,4894052,5321866
03/18/2015,200.71,4820936,5382627
03/19/2015,195.65,8475244,5516119
03/20/2015,198.08,4269467,5541945
03/23/2015,199.63,2631626,5189249
03/24/2015,201.72,3649860,5137084
03/25/2015,194.3,5730389,5237646
03/26/2015,190.405,4127956,5187709
03/27/2015,185,8604947,5313876
03/30/2015,190.57,10089516,5537396
03/31/2015,188.77,5026569,5500521
04/1/2015,187.59,3794621,5421837
04/2/2015,191,5010368,5479242
04/6/2015,203.1,12455811,5947343
04/7/2015,203.25,4347864,5861949
04/8/2015,207.67,6303117,5955886
04/9/2015,210.09,3800225,5887839
04/10/2015,210.9,4067676,5594001
04/13/2015,209.78,3758230,5559919
04/14/2015,207.46,3025963,5586208
04/15/2015,207.83,1952378,5473042
04/16/2015,206.7,1659059,5201620
04/17/2015,206.79,2469926,5091085
04/20/2015,205.27,2559251,4688039
04/21/2015,209.41,3432541,4244240
04/22/2015,219.44,7863037,4433338
04/23/2015,218.6,4411184,4474442
04/24/2015,218.425,2427843,4302274
04/27/2015,231.55,11672627,4250062
04/28/2015,230.48,6085379,4365896
04/29/2015,232.45,3936077,4208093
04/30/2015,226.05,3911857,4215535
05/1/2015,226.03,5281689,4296470
05/4/2015,230.51,4434596,4341561
05/5/2015,232.95,5796873,4526288
05/6/2015,230.43,5270933,4747525
05/7/2015,236.8,9455909,5267315
05/8/2015,236.61,4668236,5413869
05/11/2015,239.49,5672262,5621403
05/12/2015,244.74,6363429,5816796
05/13/2015,243.18,5440165,5655271
05/14/2015,244.1,2895936,5554254
05/15/2015,248.84,4527563,5694236
05/18/2015,248.75,3353212,5139608
05/19/2015,247.14,3674231,4978865
05/20/2015,244.35,3755569,4966831
05/21/2015,245.62,1970643,4837417
05/22/2015,247.73,2223089,4633510
05/26/2015,247.455,3498682,4571116
05/27/2015,247.43,3408200,4411871
05/28/2015,251.45,3647283,4303628
05/29/2015,250.8,3789283,3925852
06/1/2015,249.45,2505057,3781640
06/2/2015,248.35,2134809,3545810
06/3/2015,248.99,1781505,3240349
06/4/2015,245.92,2453615,3041245
06/5/2015,249.14,3022026,3049651
06/8/2015,256.29,5016997,3082280
06/9/2015,256,2611146,3032809
06/10/2015,250.7,3454453,3018157
06/11/2015,251.41,2044058,2904057
06/12/2015,250.69,1422335,2867503
06/15/2015,250.38,2186175,2865042
06/16/2015,253.12,1984678,2764108
06/17/2015,260.41,5512920,2904423
06/18/2015,261.89,2782703,2846784
06/19/2015,262.51,2463013,2758366
06/22/2015,259.79,4561079,2895434
06/23/2015,267.67,3870818,3011168
06/24/2015,265.17,2412293,3053221
06/25/2015,268.79,2849204,3079593
06/26/2015,267.09,3838434,3134021
06/29/2015,262.02,3478909,3031481
06/30/2015,268.26,3086935,3063201
07/1/2015,269.15,2101224,2972985
07/2/2015,280.02,7163930,3314310
07/6/2015,279.72,4121933,3494283
07/7/2015,267.88,6105126,3755547
07/8/2015,254.96,6221077,4037973
07/9/2015,257.92,3334077,3892717
07/10/2015,259.15,2610858,3881261
07/13/2015,262.16,2960319,3914415
07/14/2015,265.65,1907641,3737519
07/15/2015,263.14,2021621,3614239
07/16/2015,266.68,1615961,3561150
07/17/2015,274.66,5004099,3704810
07/20/2015,282.26,4978454,3780811
07/21/2015,266.77,6108686,3956130
07/22/2015,267.87,3104960,3957331
07/23/2015,267.2,2227239,3965732
07/24/2015,265.41,2836498,3677237
07/27/2015,253.01,4694192,3715387
07/28/2015,264.82,3895808,3568099
07/29/2015,263.82,2790095,3339367
07/30/2015,266.79,2034560,3252733
07/31/2015,266.15,2222552,3226846
08/3/2015,259.99,2553474,3199723
08/4/2015,266.28,2352530,3229382
08/5/2015,270.13,6214319,3508895
08/6/2015,246.13,14623754,4376082
08/7/2015,242.51,5073390,4380701
08/10/2015,241.14,4185860,4327861
08/11/2015,237.37,4264939,4204945
08/12/2015,238.17,3739157,4247225
08/13/2015,242.51,4689182,4411354
08/14/2015,243.15,4364810,4513242
08/17/2015,254.99,7176690,4678742
08/18/2015,260.72,4195035,4698690
08/19/2015,255.25,3604282,4752969
08/20/2015,242.18,4905757,4944382
08/21/2015,230.77,6590234,5235561
08/24/2015,218.87,9581585,5704102
08/25/2015,220.03,4327294,5835753
08/26/2015,224.84,4963042,5752334
08/27/2015,242.99,7655959,5287815
08/28/2015,248.48,5513673,5317167
08/31/2015,249.06,4700232,5351458
09/1/2015,238.63,5454765,5430780
09/2/2015,247.69,4629174,5490115
09/3/2015,245.57,4194772,5457154
09/4/2015,241.93,3689153,5412110
09/8/2015,248.17,3138231,5142879
09/9/2015,248.91,3390788,5089263
09/10/2015,248.48,2709024,5029579
09/11/2015,250.24,2350844,4859252
09/14/2015,253.19,2890851,4612626
09/15/2015,253.57,2933466,4169418
09/16/2015,262.25,4417081,4175404
09/17/2015,262.07,3585812,4083588
09/18/2015,260.62,3763064,3824062
09/21/2015,264.2,6120155,3864494
09/22/2015,260.94,3664353,3795436
09/23/2015,261.06,2600778,3605170
09/24/2015,263.12,3448191,3526438
09/25/2015,256.91,3773392,3498346
09/28/2015,248.43,4901057,3579139
09/29/2015,246.65,3703154,3616801
09/30/2015,248.4,4929582,3719387
10/1/2015,239.88,4572964,3843650
10/2/2015,247.57,4423982,3981859
10/5/2015,246.15,3689865,4035127
10/6/2015,241.46,5235897,4188622
10/7/2015,231.96,6813959,4348414
10/8/2015,226.72,6133216,4518241
10/9/2015,220.69,6158370,4677928
10/12/2015,215.58,3836303,4525671
10/13/2015,219.25,5171535,4626150
10/14/2015,216.88,3104446,4659728
10/15/2015,221.31,2844233,4619464
10/16/2015,227.01,4334493,4656871
10/19/2015,228.1,2507895,4497327
10/20/2015,213.03,14900047,5243786
10/21/2015,210.09,4183471,5194045
10/22/2015,211.72,2825159,5077525
10/23/2015,209.09,4235462,5064957
10/26/2015,215.26,3391438,5045062
10/27/2015,210.35,3519449,4930632
10/28/2015,212.96,2728593,4658274
10/29/2015,211.63,1805032,4369729
10/30/2015,206.93,4438901,4255097
11/2/2015,213.79,3927944,4261207
11/3/2015,208.35,8332486,4471937
11/4/2015,231.63,12726366,5113398
11/5/2015,231.77,4496843,5223572
11/6/2015,232.36,2445293,5097626
11/9/2015,225.33,3850860,5187157
11/10/2015,216.5,4617007,4501621
11/11/2015,219.08,3347806,4445910
11/12/2015,212.94,2915900,4451959
11/13/2015,207.19,3430327,4398283
11/16/2015,214.31,2925395,4367214
11/17/2015,214,2148679,4275829
11/18/2015,221.07,2811900,4281383
11/19/2015,221.8,2504375,4328006
11/20/2015,220.01,4400722,4325460
11/23/2015,217.75,2526199,4232011
11/24/2015,218.25,2480293,3841864
11/25/2015,229.64,3990779,3259492
11/27/2015,231.61,1949353,3089659
11/30/2015,230.26,2659813,3103961
12/1/2015,237.19,3733955,3096167
12/2/2015,231.99,2981468,2987131
12/3/2015,232.71,2939564,2959915
12/4/2015,230.38,2573603,2937095
12/7/2015,231.13,3144223,2918022
12/8/2015,226.72,2687636,2902171
12/9/2015,224.52,3057753,2962776
12/10/2015,227.07,2071692,2913429
12/11/2015,217.02,3268726,2964385
12/14/2015,218.58,2831518,2859772
12/15/2015,221.09,2244424,2840987
12/16/2015,234.51,5104341,3015923
12/17/2015,233.39,3298638,2969781
12/18/2015,230.46,3014170,3040768
12/21/2015,232.56,1953174,2993659
12/22/2015,229.95,1961495,2875495
12/23/2015,229.7,1554979,2780396
12/24/2015,230.57,710277,2631777
12/28/2015,228.95,1901304,2586957
12/29/2015,237.19,2406290,2537761
12/30/2015,238.09,3697921,2605114
12/31/2015,240.01,2715038,2582266
01/4/2016,223.41,6827146,2899296
01/5/2016,223.43,3186752,2893831
01/6/2016,219.04,3779128,2957005
01/7/2016,215.65,3554251,3044327
01/8/2016,211,3628058,2945908
01/11/2016,207.85,4091422,2998760
01/12/2016,209.97,3091917,3003944
01/13/2016,200.31,4126416,3148826
01/14/2016,206.18,6490741,3450776
01/15/2016,204.99,5578640,3719020
01/19/2016,204.72,4038676,3940913
01/20/2016,198.7,5838608,4203401
01/21/2016,199.97,3166159,4254058
01/22/2016,202.55,3124055,4215801
01/25/2016,196.38,2698739,4214714
01/26/2016,193.56,4964180,4090516
01/27/2016,188.07,3617221,4119214
01/28/2016,189.7,4592754,4173456
01/29/2016,191.2,2852289,4126658
02/1/2016,196.94,5297639,4237964
02/2/2016,182.78,5773637,4350112
02/3/2016,173.48,7931362,4672741
02/4/2016,175.33,4385366,4690005
02/5/2016,162.6,9437591,4886461
02/8/2016,147.99,9312988,5135418
02/9/2016,148.25,8651648,5442949
02/10/2016,143.67,10406513,5747476
02/11/2016,150.47,14252364,6486557
02/12/2016,151.04,7235783,6760672
02/16/2016,155.17,5593794,6953676
02/17/2016,168.68,5825159,7011074
02/18/2016,166.77,3887574,7029098
02/19/2016,166.58,2959390,6920207
02/22/2016,177.74,5060051,7067391
02/23/2016,177.21,5984374,7113173
02/24/2016,179,5395609,7087971
02/25/2016,187.43,5750741,6942597
02/26/2016,190.34,6065117,7054580
02/29/2016,191.93,4498997,6725340
03/1/2016,186.35,6712159,6551952
03/2/2016,188.34,4862396,6299335
03/3/2016,195.74,4829018,5927502
03/4/2016,201.04,6489058,5409948
03/7/2016,205.29,5337072,5283368
03/8/2016,202.6,4178693,5189027
03/9/2016,208.72,3208554,5014587
03/10/2016,205.18,5192523,5101584
03/11/2016,207.5,3343077,5127163
03/14/2016,215.15,4065706,5060873
03/15/2016,218.34,3180452,4873945
03/16/2016,221.93,3516703,4748685
03/17/2016,226.38,3782891,4617495
03/18/2016,232.74,4711793,4527273
03/21/2016,238.32,5307822,4581195
03/22/2016,234.24,4315988,4421450
03/23/2016,222.58,4948841,4427213
03/24/2016,227.75,4960900,4436005
03/28/2016,230.26,3925685,4265114
03/29/2016,230.13,4014330,4176931
03/30/2016,226.89,4032982,4167217
03/31/2016,229.77,8012872,4487505
04/1/2016,237.59,15997509,5207837
04/4/2016,246.99,13475327,5883320
04/5/2016,255.47,9948699,6275520
04/6/2016,265.42,11705479,6843855
04/7/2016,257.2,8856171,7199820
04/8/2016,250.07,7363935,7438556
04/11/2016,249.92,9161693,7735216
04/12/2016,247.82,5763208,7765575
04/13/2016,254.53,4925595,7806215
04/14/2016,251.86,4132185,7751772
04/15/2016,254.51,3752366,7671203
04/18/2016,253.88,4271362,7694248
04/19/2016,247.37,6357526,7850461
04/20/2016,249.97,5194051,7927865
04/21/2016,248.29,2783059,7579211
04/22/2016,253.75,3786327,6765132
04/25/2016,251.82,3670348,6111467
04/26/2016,253.74,3223839,5663143
04/27/2016,251.47,3205808,5096498
04/28/2016,247.71,2518990,4674020
04/29/2016,240.76,5413787,4544010
05/2/2016,241.8,3843935,4189493
05/3/2016,232.32,4302222,4092093
05/4/2016,222.56,8700459,4343751
05/5/2016,211.53,11254827,4818594
05/6/2016,214.93,5685237,4947452
05/9/2016,208.92,4776383,4981120
05/10/2016,208.69,4070617,4828660
05/11/2016,208.96,5161864,4826514
05/12/2016,207.28,3650475,4884341
05/13/2016,207.61,2822781,4820105
05/16/2016,208.29,2949396,4772042
05/17/2016,204.66,2843597,4746692
05/18/2016,211.17,5617519,4907473
05/19/2016,215.21,6866321,5197295
05/20/2016,220.28,9007076,5436848
05/23/2016,216.22,5102479,5520750
05/24/2016,217.91,3013843,5434859
05/25/2016,219.58,3132615,5063669
05/26/2016,225.12,4072424,4584842
05/27/2016,223.04,3650272,4449178
05/31/2016,223.23,2789002,4316686
06/1/2016,219.56,2982695,4244158
06/2/2016,218.96,2032832,4035555
06/3/2016,218.99,2228970,3940788
06/6/2016,220.68,2249508,3902570
06/7/2016,232.34,6213573,4120182
06/8/2016,235.52,5971995,4328742
06/9/2016,229.36,4492075,4253712
